 TICKER, GIC INDUSTRY,IPO DATE, CODE, GIC GROUP, LOGOURL, SECTOR, EXCHANGE, DESCRIPTION, TYPE,ISIN, CURRENCY NAME, CURRENCY SYMBOL, CURRENCY CODE, ADDRESS, COUNTRYISO,LEI, UPDATED AT, WEBURL, FISCAL YEAR END, EMPLOYER ID NUMBER, PHONE, NAME,CIK, INTERNATIONAL DOMESTIC, GIC SUB INDUSTRY, GIC SECTOR, INDUSTRY, COUNTRY NAME, FULL TIME EMPLOYEES, STREET, CITY, STATE, COUNTRY,ZIP, MARKET CAPITALIZATION, MARKET CAPITALIZATION MLN,EBITDA,PE RATIO,PEG RATIO, WALL STREET TARGET PRICE, BOOK VALUE, DIVIDEND SHARE, DIVIDEND YIELD, EARNINGS SHARE,EPS ESTIMATE CURRENT YEAR,EPS ESTIMATE NEXT YEAR,EPS ESTIMATE NEXT QUARTER,EPS ESTIMATE CURRENT QUARTER, MOST RECENT QUARTER, PROFIT MARGIN, OPERATING MARGINTTM, RETURN ON ASSETSTTM, RETURN ON EQUITYTTM, REVENUETTM, REVENUE PER SHARETTM, QUARTERLY REVENUE GROWTHYOY, GROSS PROFITTTM, DILUTED EPSTTM, QUARTERLY EARNINGS GROWTHYOY, TRAILINGPE, FORWARDPE, PRICE SALESTTM, PRICE BOOKMRQ, ENTERPRISE VALUE, ENTERPRISE VALUE REVENUE, ENTERPRISE VALUE EBITDA, SHARES OUTSTANDING, SHARES FLOAT, PERCENT INSIDERS, PERCENT INSTITUTIONS, SHARES SHORT, SHARES SHORT PRIOR MONTH, SHORT RATIO, SHORT PERCENT OUTSTANDING, SHORT PERCENT FLOAT, BETA,52 WEEK HIGH,52 WEEK LOW,50 DAYMA,200 DAYMA, SHORT PERCENT
TSAT,,,TSAT,,,Technology,TO,"Telesat Corporation, a satellite operator, provides mission-critical communications services to broadcast, enterprise, and consulting customers worldwide. The company's satellite-based services allow direct-to-home (DTH) service providers to deliver television programming, audio, and information channels directly to customers' homes; and enables broadcasters, cable networks, and DTH service providers to transmit television programming services. It offers value-added services, such as satellite capacity, digital encoding of video channels, authorization, and uplinking and downlinking services; and occasional use services for the broadcast of video news, sports, and live event coverages. The company also provides satellite capacity and end-to-end services, including space segment services and terrestrial facilities for enterprise connectivity, and internet and cellular backhaul; and rural telephony to telecommunications carriers and network services integrators. In addition, it offers broadband communication services to maritime and aeronautical markets comprising commercial airplanes and vessels; services to the U.S. government through government service integrators, and satellite services to the Canadian government; and direct-to-consumer broadband services. Further, the company operates satellite and hybrid satellite/terrestrial networks; and communications services for the oil and gas and mining industries. Additionally, it provides satellite operator services; and consulting services related to space and earth segments, government studies, satellite control, and research and development services. The company offers its services primarily through a direct sales force. As of December 31, 2021, it operated a fleet of 14 in-orbit geostationary satellites and a Canadian payload on the ViaSat-1 satellite. The company was founded in 1969 and is headquartered in Ottawa, Canada.",Common Stock,CA8795123097,Canadian Dollar,C$,CAD,"160 Elgin Street, Ottawa, ON, Canada, K2P 2P7",CA,,1/3/2023,https://www.telesat.com,December,,613-748-0123,Telesat Corp,,,,,Communication Equipment,Canada,471,160 Elgin Street,Ottawa,ON,Canada,K2P 2P7,496827936,496.8279,593446976,8.2583,,,35.885,0,0,1.2,0,0,0,0,9/30/2022,0.0202,0.5257,0.038,-0.0344,739982016,43.107,-0.064,526258000,1.2,0.361,8.2583,0,0.6084,0.2845,2367809202,3.2177,5.4663,12494300,9435287,6.369,212.917,,,,,,,37.64,8.39,10.6098,14.9236,0.002
TSK,,,TSK,,https://eodhistoricaldata.com/img/logos/TO/TSK.png,Basic Materials,TO,"Talisker Resources Ltd., a junior resource company, engages in the exploration, evaluation, and development of mineral properties in British Columbia. It primarily explores for gold and silver deposits. The company's projects include the Bralorne Gold project located in southwestern British Columbia; and the Spences Bridge project covering the Spences Bridge Gold Belt in southern British Columbia, as well as various other early stage Greenfields projects. Its properties comprise approximately 299,789 hectares over 484 claims, three leases, and 197 crown grant claims. The company was formerly known as Eurocontrol Technics Group Inc. and changed its name to Talisker Resources Ltd. in April 2019. Talisker Resources Ltd. is headquartered in Toronto, Canada.",Common Stock,CA87425A1012,Canadian Dollar,C$,CAD,"350 Bay Street, Toronto, ON, Canada, M5H 2S6",CA,,1/3/2023,https://www.taliskerresources.com,December,,416 361 2808,Talisker Resources Ltd,,,,,Other Industrial Metals & Mining,Canada,0,350 Bay Street,Toronto,ON,Canada,M5H 2S6,55691456,55.6915,-33449080,,,0.4,0.065,0,0,-0.152,0,0,0,0,9/30/2022,0,0,-0.366,-0.9383,0,0,0,-1429472,-0.152,0,0,0,0,2.0798,43237445,0,-1.2598,384079008,323360359,17.481,20.213,,,,,,0.4515,0.31,0.095,0.1289,0.1759,0.0039
TSL,,,TSL,,https://eodhistoricaldata.com/img/logos/TO/TSL.png,Basic Materials,TO,"Tree Island Steel Ltd. manufactures and sells steel wire and fabricated steel wire products for industrial, construction, agricultural, and specialty applications in Canada, the United States, and internationally. It offers industrial products, such as pulp and unitizing, recycling wire, chain link, upholstery, low carbon, and shaped wires, as well as straight and cut bars and wirelines for use in the oil industry. The company also provides residential products, including bulk and collated nails, packaged nails and fasteners, and packaged and bulk screws; nail head identification systems; and woven and welded wires, and corners and accessories. In addition, it offers commercial products comprising reinforcing mesh, pipe mesh and flexicage, Rebar tie wire, and engineered structural mesh, concrete reinforcing wires, as well as mine mesh products. Further, the company provides agricultural products consisting of agricultural wire, rolled fencing, fence panels, and fence staples and stay. Tree Island Steel Ltd. markets its products under the Tree Island, Halsteel, True Spec, K-Lath, Stucco-Rite, TI Wire, Tough Strand, and ToughPanel brand names. The company was formerly known as Tree Island Wire Income Fund and changed its name to Tree Island Steel Ltd. in October 2012. Tree Island Steel Ltd. was founded in 1964 and is headquartered in Richmond, Canada.",Common Stock,CA89467Q2009,Canadian Dollar,C$,CAD,"3933 Boundary Road, Richmond, BC, Canada, V6V 1T8",CA,,1/3/2023,https://www.treeisland.com,December,,604 524 3744,Tree Island Steel Ltd.,,,,,Steel,Canada,480,3933 Boundary Road,Richmond,BC,Canada,V6V 1T8,94549720,94.5497,59537000,1.0245,0,1.88,4.617,0.12,0.0359,3.26,0,0,0,0,9/30/2022,0.2675,0.1664,0.1882,0.899,347272000,12.217,-0.052,74470000,3.26,-0.401,1.0245,7.0323,0.269,0.7247,133818701,0.3853,1.0576,28308300,11804831,58.264,1.923,,,,,,1.1759,5.7791,3.1211,3.4038,4.0403,0.0006
TSU,,,TSU,,,Financial Services,TO,"Trisura Group Ltd., a specialty insurance company, operates in the surety, risk solutions, corporate insurance, and reinsurance businesses in Canada, the United States, and internationally. The company offers contract surety bonds, such as performance, and labor and material payment bonds primarily for the construction industry; commercial surety bonds, including license and permit, tax and excise, and fiduciary bonds to governments, regulatory bodies, or courts to guarantee compliance with legal or fiduciary obligations; and developer surety bonds comprising bonds to secure real estate developers' legislated deposit and warranty obligations on residential projects. It provides risk solutions, including warranty programs to program administrators, managing general agents, captive insurance companies, affinity groups, and reinsurers. The company also offers corporate insurance products that comprise directors' and officers' insurance for public, private, and non-profit enterprises; errors and omissions liability insurance for enterprises and professionals; business office package insurance for enterprises and professionals; and fidelity insurance for commercial and financial institutions. Trisura Group Ltd. was incorporated in 2017 and is headquartered in Toronto, Canada.",Common Stock,CA89679A2092,Canadian Dollar,C$,CAD,"Bay Adelaide Centre, Toronto, ON, Canada, M5H 2R2",CA,,1/3/2023,https://www.trisura.com/group,December,,416 214 2555,Trisura Group Ltd,,,,,Insurance-Specialty,Canada,0,Bay Adelaide Centre,Toronto,ON,Canada,M5H 2R2,2112799104,2112.7991,103548000,26.233,0,57.71,11.501,0,0,1.76,1.79,2.13,0.42,0.37,9/30/2022,0.156,0.2094,0.0188,0.1719,482759008,11.429,0.528,158515000,1.76,0.342,26.233,22.6757,4.3765,4.1013,1861122322,3.8506,0,45761300,44795753,1.619,43.38,,,,,,0.928,48.54,29.12,42.7656,36.4323,0.0086
TTNM,,,TTNM,,,Industrials,TO,"Titanium Transportation Group Inc., together with its subsidiaries, provides asset-based transportation and logistics services in North America. It operates in two segments, Truck Transportation and Logistics. The Truck Transportation segment provides pickup and delivery of general merchandise by long-haul, dedicated, and local trucking services through various trailer types, including 53' dry vans, flatbeds, step-decks, heavy axle trailers, and other specialty equipment. The Logistics segment provides non-asset-based broker services, which include ancillary transportation services, such as third party logistics and freight forwarding services. This segment also provides truckload and less than truckload freight services on vans, flatbeds, and other specialty equipment; and intermodal services, international ocean and air shipping, and emergency and expedited services, as well as specialty services for hazardous and fragile products. The company also offers inventory warehousing and distribution services. It serves customers across various industries, including multinational corporations. The company was founded in 2002 and is headquartered in Bolton, Canada.",Common Stock,,Canadian Dollar,C$,CAD,"32 Simpson Road, Bolton, ON, Canada, L7E 1G9",CA,,1/3/2023,https://www.ttgi.com,December,,,Titanium Transportation Group Inc.,,,,,Integrated Freight & Logistics,Canada,1100,32 Simpson Road,Bolton,ON,Canada,L7E 1G9,108665504,108.6655,40869000,4.9388,,5.8,2.09,0.08,0.0323,0.49,0.45,0.33,0.04,0.04,9/30/2022,0.0436,0.0592,0.0733,0.2602,496808000,11.549,0.115,41893000,0.49,3.667,4.9388,7.0972,0.1988,1.053,174308864,0.3509,2.9574,44903100,29090486,34.764,0,,,,,,1.69,3.1429,1.8195,2.2558,2.3459,0
TTP,,,TTP,,,,TO,NA,Common Stock,CA87240Y1025,Canadian Dollar,C$,CAD,,CA,,4/5/2022,,,,NA,TD S&P/TSX Capped Composite,,,,,,Canada,0,,,,,,,,,,,,,,0.0269,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.99,25.1639,20.5,22.6624,22.836,0
TVA-B,,,TVA-B,,,Communication Services,TO,"TVA Group Inc. operates a communications company in Canada. It operates through four segments: Broadcasting, Magazines, Film Production & Audiovisual Services, and Production & Distribution. The company's Broadcasting segment creates, produces, and broadcasts entertainment, sports, news, and public affairs programming, as well as engages in commercial production; operates a French-language television network; markets digital products associated with various televisual brands; and provides custom publishing and specialty services. Its Magazines segment publishes magazines in various fields, such as the arts, entertainment, television, fashion, and decoration; and markets digital products associated with various magazine brands. The company's Film Production & Audiovisual Services segment offers soundstage, mobile, and equipment rental services, as well as dubbing and described video, postproduction and visual effects. Its Production & Distribution segment produces and distributes television shows, movies, and television series worldwide. The company was formerly known as Télé-Métropole Inc. and changed its name to TVA Group Inc. in February 1998. TVA Group Inc. was incorporated in 1960 and is headquartered in Montreal, Canada. TVA Group Inc. is a subsidiary of Quebecor Media Inc.",Common Stock,,Canadian Dollar,C$,CAD,"1600 de Maisonneuve Boulevard East, Montreal, QC, Canada, H2L 4P2",CA,,1/2/2023,https://www.groupetva.ca,December,,514 380 1999,TVA Group Inc,,,,,Broadcasting,Canada,0,1600 de Maisonneuve Boulevard East,Montreal,QC,Canada,H2L 4P2,73881408,73.8814,34872000,21.375,0,2,9.088,0,0,0.08,0.12,0.35,0,0,9/30/2022,0.0059,0.0172,0.01,0.0092,594385984,13.757,-0.134,94864000,0.08,-0.599,21.375,4.5998,0.117,0.1772,120458911,0.2027,3.3362,38885500,13636099,64.933,8.437,,,,,,0.7291,4,1.6,1.7078,2.5625,0
TVE,,,TVE,,,Energy,TO,"Tamarack Valley Energy Ltd. acquires, explores, develops, and produces crude oil, natural gas, and natural gas liquids in the Western Canadian sedimentary basin. It primarily holds interests in the Clearwater assets covering an area of approximately 357 sections of land located in Alberta; Charlie Lake assets covering approximately 357 sections of land in the northwestern area of Alberta; Viking light oil play in central and southern Alberta and west central Saskatchewan; Barons Sand oil play in the Penny area of southern Alberta; and heavy oil properties. The company was formerly known as Tango Energy Inc. and changed its name to Tamarack Valley Energy Ltd. in June 2010. Tamarack Valley Energy Ltd. was incorporated in 2002 and is headquartered in Calgary, Canada.",Common Stock,CA87505Y4094,Canadian Dollar,C$,CAD,"308 ? 4th Avenue S.W., Calgary, AB, Canada, T2P 0H7",CA,,1/3/2023,https://www.tamarackvalley.ca,December,,403 263 4440,Tamarack Valley Energy Ltd,,,,,Oil & Gas E&P,Canada,74,308 – 4th Avenue S.W.,Calgary,AB,Canada,T2P 0H7,2481552896,2481.5529,905705024,4.3301,,7.37,3.785,0.082,0.0336,1.03,0.8,1.17,0.15,0.16,9/30/2022,0.4142,0.576,0.1492,0.2974,1050777984,2.47,0.535,481062000,1.03,4.677,4.3301,5.4289,2.3034,1.3484,2636055740,2.0609,2.9354,556401984,431767952,1.232,35.985,,,,,,2.8424,6.3709,3.246,4.8294,4.6322,0.0013
TVK,,,TVK,,,Energy,TO,"TerraVest Industries Inc. manufactures and sells goods and services to energy, agriculture, mining, and transportation markets in Canada and the United States. It operates through three segments: Fuel Containment, Processing Equipment, and Service. The Fuel Containment segment manufactures bulk liquefied petroleum gas (LPG) transport trailers, LPG delivery and service trucks, LPG storage tanks, residential and commercial LPG tanks and dispensers, custom pressure vessels, commercial and residential refined fuel tanks, and furnaces and boilers. This segment sells its products directly to end user, as well as through various distribution networks to fuel distributors, transportation companies, industrial and commercial consumers, and residential consumers. The Processing Equipment segment manufactures and sells a range of equipment, such as wellhead processing equipment and tanks, wellhead desanding units, central facilities processing equipment, natural gas liquids (NGL) and LPG storage tanks, anhydrous ammonia storage tanks, NGL and LPG transport trailers, ammonia transport trailers and wagons, compressed gas transport trailers, and various customized processing equipment. This segment offers its products to oil and gas producers, midstream and engineering companies, propane and fertilizer distributors, and transportation companies. The Service segment provides well servicing to the oil and gas sector in Southwest and Central Saskatchewan. This segment operates 16 service rigs. The company was formerly known as TerraVest Capital Inc. and changed its name to TerraVest Industries Inc. in February 2018. TerraVest Industries Inc. was founded in 2004 and is headquartered in Vegreville, Canada.",Common Stock,CA88105G1037,Canadian Dollar,C$,CAD,"4901 Bruce Road, Vegreville, AB, Canada, T9C 1C3",CA,,1/3/2023,https://terravestindustries.com,September,,780 632 2040,Terravest Capital Inc,,,,,Oil & Gas Equipment & Services,Canada,1653,4901 Bruce Road,Vegreville,AB,Canada,T9C 1C3,483228224,483.2282,80785000,10.84,0,6.25,10.263,0.4,0.0181,2.5,0,0,0,0,9/30/2022,0.0785,0.0892,0.063,0.2852,576704000,32.258,1.01,124386000,2.5,0.713,10.84,0,0.9368,2.7416,705249094,1.4245,8.2215,17831300,11986673,32.252,20.017,,,,,,0.6216,28,20.8323,24.7456,24.2107,0.0003
TWC,,,TWC,,,Consumer Cyclical,TO,"TWC Enterprises Limited owns, operates, and manages golf clubs under the ClubLink One Membership More Golf brand in Canada and the United States. The company was formerly known as ClubLink Enterprises Limited and changed its name to TWC Enterprises Limited in May 2014. The company was incorporated in 1997 and is based in King City, Canada. TWC Enterprises Limited is a subsidiary of Paros Enterprises Limited.",Common Stock,CA87310A1093,Canadian Dollar,C$,CAD,"15675 Dufferin Street, King City, ON, Canada, L7B 1K5",CA,,1/3/2023,https://www.twcenterprises.ca,December,,905 841 3730,TWC Enterprises Ltd,,,,,Leisure,Canada,0,15675 Dufferin Street,King City,ON,Canada,L7B 1K5,428674752,428.6748,49983000,4.9296,0,,20.865,0.11,0.0114,3.55,0,0,0,0,9/30/2022,0.3443,0.1605,0.031,0.1588,222711008,9.079,0.027,72629000,3.55,-0.475,4.9296,0,1.9262,0.8531,411582000,1.8629,2.9712,24495700,4051412,83.037,1.868,,,,,,1.1832,19.7208,15.3287,16.8652,17.313,0
TWM,,,TWM,,,Energy,TO,"Tidewater Midstream and Infrastructure Ltd., through its subsidiaries, operates as a diversified midstream and infrastructure company in North America. It primarily focuses on natural gas, natural gas liquids (NGLs), and crude oil operations and processing plants located in the Deep Basin, Edmonton, and Montney regions of Alberta and British Columbia. The company engages in gathering, processing, and transportation for natural gas and NGLs; crude oil refining and refined products marketing; NGL extraction and marketing; and crude oil marketing and transportation. It also produces refined products, including gasoline, low sulfur diesel, and other products; produces and sells crude oil, natural gas, and NGLs; and rents railcar, as well as operates export terminals and storage facilities. The company was incorporated in 2015 and is headquartered in Calgary, Canada.",Common Stock,CA8864531097,Canadian Dollar,C$,CAD,"222 ? 3rd Avenue S.W., Calgary, AB, Canada, T2P 0B4",CA,,1/3/2023,https://www.tidewatermidstream.com,December,,587 475 0210,Tidewater Midstream and Infrastructure Ltd,,,,,Oil & Gas Midstream,Canada,419,222 – 3rd Avenue S.W.,Calgary,AB,Canada,T2P 0B4,427255232,427.2552,153251008,12.625,,1.67,1.748,0.04,0.0396,0.08,0.23,0.2,0.04,0.04,9/30/2022,0.0132,0.0481,0.0395,0.0586,2698695936,7.683,0.641,167135000,0.08,-0.746,12.625,5.5127,0.1583,0.5837,1255708500,0.4653,6.1298,423024992,294607301,2.664,29.312,,,,,,1.6571,1.674,0.9511,1.1102,1.2343,0.005
TXF,,,TXF,,,,TO,NA,Common Stock,CA12555E1034,Canadian Dollar,C$,CAD,,CA,,1/3/2023,,,,NA,First Asset Tech Giants Covered Call Common,,,,,,Canada,0,,,,,,,,,,0,,,0,0,,0,0,0,0,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.44,21.2102,12.11,13.7254,15.5789,0
TXG,,,TXG,,,Basic Materials,TO,"Torex Gold Resources Inc. operates as an intermediate gold producer in Mexico. It primarily holds a 100% interest in the Morelos Gold property that covers an area of 29,000 hectares located southwest of Mexico City. The company's principal assets include the El Limón Guajes mining complex comprising the El Limón Guajes open pits, the El Limón Guajes underground mine, and the processing plant and related infrastructure, and the Media Luna deposit, which is an advanced stage development project. It also mines for silver, copper, and carbon deposits. The company was formerly known as Gleichen Resources Ltd. and changed its name to Torex Gold Resources Inc. in April 2010. Torex Gold Resources Inc. was incorporated in 1980 and is headquartered in Toronto, Canada.",Common Stock,CA8910546032,Canadian Dollar,C$,CAD,"Exchange Tower, Toronto, ON, Canada, M5X 2A2",CA,,1/2/2023,https://www.torexgold.com,December,,647 260 1500,Torex Gold Resources Inc,,,,,Gold,Canada,0,Exchange Tower,Toronto,ON,Canada,M5X 2A2,1334871168,1334.8712,489400000,6.617,0.12,20,14.625,0,0,2.35,2.55,1.41,0.55,0.45,9/30/2022,0.18,0.3461,0.1313,0.1305,854000000,9.952,-0.034,524800000,2.35,0.238,6.617,9.3721,1.6033,0.7121,761790362,1.6562,3.1511,85843800,85633491,0.441,72.526,,,,,,1.1059,17.43,8.07,12.4268,11.9093,0.0078
TXP,,,TXP,,https://eodhistoricaldata.com/img/logos/TO/TXP.png,Energy,TO,"Touchstone Exploration Inc., an upstream oil and gas company, engages in the exploration, development, production, and sale of petroleum and natural gas properties in the Republic of Trinidad and Tobago. The company has interests in various private exploration mineral leasing properties; and two exploration blocks. Its primary exploration focus is the Ortoire exploration block. The company was formerly known as Petrobank Energy and Resources Ltd. and changed its name to Touchstone Exploration Inc. in May 2014. Touchstone Exploration Inc. was incorporated in 2012 and is headquartered in Calgary, Canada.",Common Stock,CA89156L1085,Canadian Dollar,C$,CAD,"350-7th Avenue SW, Calgary, AB, Canada, T2P 3N9",CA,,1/3/2023,https://www.touchstoneexploration.com,December,,403 750 4400,Touchstone Exploration Inc,,,,,Oil & Gas E&P,Canada,95,350-7th Avenue SW,Calgary,AB,Canada,T2P 3N9,204071632,204.0716,10005000,23,-0.15,158.5,0.317,0,0,0.04,0.37,10.25,0,0,9/30/2022,0.1938,0.2021,0.0279,0.0817,27033000,0.128,0.237,13458000,0.04,2.694,23,7.3692,6.9374,2.167,228365884,5.5332,9.9385,221816992,191249581,12.204,9.561,,,,,,0.596,1.7,0.82,1.0608,1.2453,0.0015
TXT-PA,,,TXT-PA,,,Financial,TO,,Preferred Stock,CA8905201171,Canadian Dollar,C$,CAD,,CA,,11/12/2022,,December,,,Top 10 Split Trust Pref A,,,,,Capital Markets,Canada,,,,,,,,,,,,,,,0.0488,,0,0,0,0,12/31/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,12.7988,10.5577,11.0616,11.6397,0
TXT-UN,,,TXT-UN,,,Financial Services,TO,"Top 10 Split Trust is an equity mutual fund launched and managed by Strathbridge Asset Management Inc. It invests in public equity markets of Canada. The fund invests in the stocks of companies operating across the financial sector. It uses SSO covered call writing strategy to invest in the securities of 6 banks namely, Bank of Montreal, the Bank of Nova Scotia, Canadian Imperial Bank of Commerce, National Bank of Canada, Royal Bank of Canada, the Toronto-Dominion Bank and 4 insurance companies namely, Great-West Lifeco Inc., Industrial Alliance Insurance and Financial Services Inc., Manulife Financial Corporation, Sun Life Financial Inc. The fund seeks to benchmark the performance of its portfolio against the S&P/TSX Composite Index. The fund was formerly known as First Premium U.S. Income Trust. Top 10 Split Trust was formed on January 22, 1997 and is domiciled in Canada.",Common Stock,,Canadian Dollar,C$,CAD,"121 King Street West, Toronto, ON, Canada, M5H 3T9",CA,,1/2/2023,https://www.strathbridge.com/overview.aspx?fund_id,December,,416-681-3966,Top 10 Split Trust,,,,,Asset Management,Canada,0,121 King Street West,Toronto,ON,Canada,M5H 3T9,1467131,1.4671,,0.664,,,1.69,0.29,0.0858,3.81,0,0,0,0,6/30/2022,0,2.2897,-0.0366,-0.6367,-233696,-0.395,-0.674,3716739,3.81,-0.5,0.664,0,0.8558,1.4317,1294569,0.7833,-2.1866,579894,0,8.641,8.772,,,,,,2.6493,4.6293,2.0498,2.4216,2.8478,0
U-U,,,U-U,,,Energy,TO,"Sprott Physical Uranium Trust Fund is headquartered in Toronto, Ontario, Canada.",Common Stock,CA85210A1049,Canadian Dollar,C$,CAD,"200 Bay Street, Toronto, ON, Canada, M5J 2J1",CA,,1/2/2023,,February,,416 943 8099,Sprott Physical Uranium Trust,,,,,Uranium,Canada,0,200 Bay Street,Toronto,ON,Canada,M5J 2J1,2695691520,2695.6915,,,,23.5,,0,0,,0,0,0,0,5/31/2021,0,0,0,0,0,0,0,0,0,0,0,13.0208,636.0139,0.8393,2237531644,1968.6037,-434.7308,0,0,0,20.944,,,,,,,16.05,9.4,11.6284,12.0361,0
UNC,,,UNC,,,Financial Services,TO,"United Corporations Limited is a closed ended equity fund launched and managed by Jarislowsky, Fraser Limited. It is co-managed by ValueInvest Asset Management S.A. It invests in the public equity markets of Canada. The fund also makes its investments in units of in Emerging Markets Investors Fund. It makes its investments in stocks of companies operating across diversified sectors. The fund benchmarks the performance of its portfolio against the S&P/TSX Composite Index, MSCI World Index, and S&P 500 Index. It was formerly known as Consolidated Investment Corporation of Canada. United Corporations Limited was formed on February 1, 1929 and is domiciled in Canada.",Common Stock,CA9101442031,Canadian Dollar,C$,CAD,"1010 Sherbrooke Street West, Montreal, QC, Canada, H3A 2R7",CA,,1/3/2023,https://www.ucorp.ca/ucl_gi.htm,March,,514-842-2727,United Corporations Limited,,,,,Asset Management,Canada,0,1010 Sherbrooke Street West,Montreal,QC,Canada,H3A 2R7,1148598016,1148.598,,,0,,140.974,1.2,0.0121,-1.941,0,0,0,0,9/30/2022,0,1.0307,-0.1516,-0.2183,-463801984,-38.422,-0.544,-7978000,-1.941,-0.556,0,0,4.2283,0.7158,1304144896,4.5166,0,11602000,0,78.768,0,,,,,,0.6519,105.5799,80.9496,98.4088,96.0003,0
UNI,,,UNI,,https://eodhistoricaldata.com/img/logos/TO/UNI.png,Consumer Cyclical,TO,"Unisync Corp., through its subsidiaries, manufactures and distributes garments in Canada and the United States. The company offers offshore outsourcing, web-based business to business and business to consumer ordering, distribution, and program management systems. It also engages in the design, development, prototyping, and testing services; and textile research and sourcing, and manufacturing, communication, and customer services. In addition, the company provides warehousing and inventory management; order processing and distribution; custom software development and data management; and custom tailored eCommerce program and proactive services. Unisync Corp. is headquartered in Vancouver, Canada.",Common Stock,CA90922H2072,Canadian Dollar,C$,CAD,"885 West Georgia Street, Vancouver, BC, Canada, V6C 3E8",CA,,1/2/2023,https://www.unisyncgroup.com,September,,778 370 1725,Unisync Corp,,,,,Apparel Manufacturing,Canada,379,885 West Georgia Street,Vancouver,BC,Canada,V6C 3E8,42967572,42.9676,2033902,,,4.5,1.492,0,0,-0.17,0,0,0,0,9/30/2022,-0.016,0.0051,0.0032,-0.0468,96306768,5.066,0.302,23539756,-0.17,8.495,0,22.2717,0.4562,1.4514,87507794,0.9675,29.263,19012200,12133794,35.531,8.193,,,,,,1.667,3.29,1.98,2.256,2.4996,0
UNS,,,UNS,,https://eodhistoricaldata.com/img/logos/TO/UNS.png,Consumer Cyclical,TO,"Uni-Select Inc. distributes automotive refinish, and industrial coatings and related products in North America. It operates through FinishMaster U.S., Canadian Automotive Group, and GSF Car Parts U.K. segments. The company also engages in the distribution of automotive aftermarket and original equipment manufacturer parts in Canada and the United Kingdom. It operates 15 distribution centers and 390 company-owned stores under the BUMPER TO BUMPER, AUTO PARTS PLUS, and FINISHMASTER names. Uni-Select Inc. was founded in 1968 and is headquartered in Boucherville, Canada.",Common Stock,CA90457D1006,Canadian Dollar,C$,CAD,"170 Industriel Boulevard, Boucherville, QC, Canada, J4B 2X3",CA,,1/2/2023,https://www.uniselect.com,December,,450 641 2440,Uni-Select Inc.,,,,,Auto Parts,Canada,5200,170 Industriel Boulevard,Boucherville,QC,Canada,J4B 2X3,1876691840,1876.6918,125111000,24.3409,7.94,48.11,12.12,0,0,1.76,2.32,2.51,0.4,0.59,9/30/2022,0.0363,0.0594,0.0477,0.1214,1706782976,39.147,0.062,493497000,1.76,0.763,24.3409,18.622,1.1031,2.6883,2398325559,1.4052,15.6047,43807000,43552511,0.52,44.044,,,,,,1.846,45.99,21.41,41.4122,34.7551,0.0125
URB,,,URB,,https://eodhistoricaldata.com/img/logos/TO/URB.png,Financial Services,TO,Urbana Corporation is an investment fund launched and managed by Caldwell Investment Management Ltd. For its equity investment the fund primarily invests in public equity markets of United States and Canada. The fund primarily focuses on U.S. financial companies and Canadian resource companies for equity investments. The fund also focuses on private equity investments. It was formerly known as Macho River Gold Mines Limited. Urbana Corporation is domiciled in Canada.,Common Stock,CA91707P1099,Canadian Dollar,C$,CAD,"150 King Street West, Toronto, ON, Canada, M5H 1J9",CA,,1/2/2023,https://www.urbanacorp.com,December,,800-256-2441,Urbana Corporation,,,,,Asset Management,Canada,2,150 King Street West,Toronto,ON,Canada,M5H 1J9,164949760,164.9498,,23.6667,0,,7.069,0.1,0.0235,0.18,0,0,0,0,9/30/2022,0.4114,0.494,0.0168,0.0263,18908744,0.445,-0.713,77378109,0.18,-0.86,23.6667,0,8.5388,0.6068,176295632,10.7287,-8.0484,10000000,0,59.709,8.075,,,,,,0.7886,4.45,3.3,4.244,4.1359,0
URB-A,,,URB-A,,https://eodhistoricaldata.com/img/logos/TO/URB-A.png,Financial Services,TO,Urbana Corporation is an investment fund launched and managed by Caldwell Investment Management Ltd. For its equity investment the fund primarily invests in public equity markets of United States and Canada. The fund primarily focuses on U.S. financial companies and Canadian resource companies for equity investments. The fund also focuses on private equity investments. It was formerly known as Macho River Gold Mines Limited. Urbana Corporation is domiciled in Canada.,Common Stock,,Canadian Dollar,C$,CAD,"150 King Street West, Toronto, ON, Canada, M5H 1J9",CA,,1/3/2023,https://www.urbanacorp.com,December,,800-256-2441,Urbana Corporation,,,,,Asset Management,Canada,2,150 King Street West,Toronto,ON,Canada,M5H 1J9,167500432,167.5004,,21.8889,0,,7.069,0.1,0.0258,0.18,0,0,0,0,9/30/2022,0.4114,0.494,0.0168,0.0263,18908744,0.445,-0.713,77378109,0.18,-0.86,21.8889,0,8.8437,0.4932,172326624,1.3194,-8.0484,31533400,0,1.166,22.921,,,,,,0.7886,4.21,3.2,3.9102,3.8933,0
